Date,Year,Month,Day_of_Week,Total_Registered,Academic_Status,Semester_Phase,Exam_Pressure,Is_Veg_Special,Is_NonVeg,Menu_Score,Temp_Max,Rain_mm,Target_Breakfast,Target_Lunch,Target_Dinner,Lag_1_Dinner,Lag_7_Dinner,Rolling_Avg_3Day,Cos_Month,Sin_Month
2021-11-09,2021,11,1,525,Regular,End,0.0,0,0,0.85,24.2,0.0,191,271,319,445.0,167.0,405.3333333333333,0.8660254037844384,-0.5000000000000004
2021-11-10,2021,11,2,525,Regular,End,0.0,0,0,1.0,24.1,0.0,227,322,379,319.0,390.0,381.0,0.8660254037844384,-0.5000000000000004
2021-11-11,2021,11,3,525,Regular,End,0.0,1,0,1.05,22.2,0.0,247,351,413,379.0,429.0,370.3333333333333,0.8660254037844384,-0.5000000000000004
2021-11-12,2021,11,4,525,Regular,End,0.0,1,1,1.15,20.5,0.0,267,379,446,413.0,465.0,412.6666666666667,0.8660254037844384,-0.5000000000000004
2021-11-13,2021,11,5,525,Regular,End,0.0,0,0,1.05,25.3,0.0,156,352,392,446.0,393.0,417.0,0.8660254037844384,-0.5000000000000004
2021-11-14,2021,11,6,525,Regular,End,0.0,1,1,1.2,19.8,0.0,179,403,448,392.0,452.0,428.6666666666667,0.8660254037844384,-0.5000000000000004
2021-11-15,2021,11,0,525,Regular,End,0.0,1,1,1.1,26.0,0.0,271,385,453,448.0,445.0,431.0,0.8660254037844384,-0.5000000000000004
2021-11-16,2021,11,1,525,Regular,End,0.0,0,0,0.85,21.7,0.0,195,277,326,453.0,319.0,409.0,0.8660254037844384,-0.5000000000000004
2021-11-17,2021,11,2,525,Regular,End,0.0,0,0,1.0,24.1,0.0,236,334,394,326.0,379.0,391.0,0.8660254037844384,-0.5000000000000004
2021-11-18,2021,11,3,525,Regular,End,0.0,1,0,1.05,22.0,0.0,254,360,424,394.0,413.0,381.3333333333333,0.8660254037844384,-0.5000000000000004
2021-11-19,2021,11,4,525,Regular,End,0.0,1,1,1.15,21.3,0.0,265,375,442,424.0,446.0,420.0,0.8660254037844384,-0.5000000000000004
2021-11-20,2021,11,5,525,Regular,End,0.0,0,0,1.05,24.7,0.0,164,369,410,442.0,392.0,425.3333333333333,0.8660254037844384,-0.5000000000000004
2021-11-21,2021,11,6,525,Regular,End,0.0,1,1,1.2,19.1,0.0,190,427,475,410.0,448.0,442.3333333333333,0.8660254037844384,-0.5000000000000004
2021-11-22,2021,11,0,525,Regular,End,0.0,1,1,1.1,21.2,0.0,261,369,435,475.0,453.0,440.0,0.8660254037844384,-0.5000000000000004
2021-11-23,2021,11,1,525,Regular,End,0.0,0,0,0.85,21.7,0.0,207,293,345,435.0,326.0,418.3333333333333,0.8660254037844384,-0.5000000000000004
2021-11-24,2021,11,2,525,Exam,End,1.0,0,0,1.0,19.4,0.0,339,384,452,345.0,394.0,410.6666666666667,0.8660254037844384,-0.5000000000000004
2021-11-25,2021,11,3,525,Exam,End,1.0,1,0,1.05,26.1,0.0,345,391,460,452.0,424.0,419.0,0.8660254037844384,-0.5000000000000004
2021-11-26,2021,11,4,525,Exam,End,1.0,1,1,1.15,23.4,0.0,393,446,525,460.0,442.0,479.0,0.8660254037844384,-0.5000000000000004
2021-11-27,2021,11,5,525,Exam,End,1.0,0,0,1.05,24.3,0.0,360,432,481,525.0,410.0,488.6666666666667,0.8660254037844384,-0.5000000000000004
2021-11-28,2021,11,6,525,Exam,End,1.0,1,1,1.2,21.9,0.0,390,468,520,481.0,475.0,508.6666666666667,0.8660254037844384,-0.5000000000000004
2021-11-29,2021,11,0,525,Exam,End,1.0,1,1,1.1,22.6,0.0,354,402,473,520.0,435.0,491.3333333333333,0.8660254037844384,-0.5000000000000004
2021-11-30,2021,11,1,525,Exam,End,1.0,0,0,0.85,24.9,0.0,287,325,383,473.0,345.0,458.6666666666667,0.8660254037844384,-0.5000000000000004
2021-12-01,2021,12,2,525,Exam,End,1.0,0,0,1.0,17.8,0.0,346,392,462,383.0,452.0,439.3333333333333,1.0,-2.4492935982947064e-16
2021-12-02,2021,12,3,525,Exam,End,1.0,1,0,1.05,13.1,0.0,345,391,461,462.0,460.0,435.3333333333333,1.0,-2.4492935982947064e-16
2021-12-03,2021,12,4,525,Exam,End,1.0,1,1,1.15,14.8,0.0,384,436,513,461.0,525.0,478.6666666666667,1.0,-2.4492935982947064e-16
2021-12-04,2021,12,5,525,Exam,End,1.0,0,0,1.05,20.9,0.0,360,432,481,513.0,481.0,485.0,1.0,-2.4492935982947064e-16
2021-12-05,2021,12,6,525,Semester_Break,End,0.0,1,1,1.2,14.8,0.0,23,52,58,481.0,520.0,350.6666666666667,1.0,-2.4492935982947064e-16
2021-12-06,2021,12,0,525,Semester_Break,End,0.0,1,1,1.1,14.4,0.0,34,48,57,58.0,473.0,198.66666666666666,1.0,-2.4492935982947064e-16
2021-12-07,2021,12,1,525,Semester_Break,End,0.0,0,0,0.85,19.3,0.0,25,36,43,57.0,383.0,52.666666666666664,1.0,-2.4492935982947064e-16
2021-12-08,2021,12,2,525,Semester_Break,End,0.0,0,0,1.0,14.5,0.0,31,44,52,43.0,462.0,50.666666666666664,1.0,-2.4492935982947064e-16
2021-12-09,2021,12,3,525,Semester_Break,End,0.0,1,0,1.05,17.9,0.0,30,43,51,52.0,461.0,48.666666666666664,1.0,-2.4492935982947064e-16
2021-12-10,2021,12,4,525,Semester_Break,End,0.0,1,1,1.15,13.1,0.0,33,46,55,51.0,513.0,52.666666666666664,1.0,-2.4492935982947064e-16
2021-12-11,2021,12,5,525,Semester_Break,End,0.0,0,0,1.05,16.7,0.0,21,47,53,55.0,481.0,53.0,1.0,-2.4492935982947064e-16
2021-12-12,2021,12,6,525,Semester_Break,End,0.0,1,1,1.2,17.4,0.0,22,51,57,53.0,58.0,55.0,1.0,-2.4492935982947064e-16
2021-12-13,2021,12,0,525,Semester_Break,End,0.0,1,1,1.1,15.8,0.0,33,46,55,57.0,57.0,55.0,1.0,-2.4492935982947064e-16
2021-12-14,2021,12,1,525,Semester_Break,End,0.0,0,0,0.85,18.6,0.0,24,34,40,55.0,43.0,50.666666666666664,1.0,-2.4492935982947064e-16
2021-12-15,2021,12,2,525,Semester_Break,End,0.0,0,0,1.0,20.4,0.0,29,41,49,40.0,52.0,48.0,1.0,-2.4492935982947064e-16
2021-12-16,2021,12,3,525,Semester_Break,End,0.0,1,0,1.05,20.6,0.0,31,44,52,49.0,51.0,47.0,1.0,-2.4492935982947064e-16
2021-12-17,2021,12,4,525,Semester_Break,End,0.0,1,1,1.15,14.4,0.0,34,49,58,52.0,55.0,53.0,1.0,-2.4492935982947064e-16
2021-12-18,2021,12,5,525,Semester_Break,End,0.0,0,0,1.05,16.0,0.0,21,48,54,58.0,53.0,54.666666666666664,1.0,-2.4492935982947064e-16
2021-12-19,2021,12,6,525,Semester_Break,End,0.0,1,1,1.2,19.8,0.0,23,52,58,54.0,57.0,56.666666666666664,1.0,-2.4492935982947064e-16
2021-12-20,2021,12,0,525,Semester_Break,End,0.0,1,1,1.1,19.5,0.0,33,47,56,58.0,55.0,56.0,1.0,-2.4492935982947064e-16
2021-12-21,2021,12,1,525,Semester_Break,End,0.0,0,0,0.85,19.7,0.0,24,34,40,56.0,40.0,51.333333333333336,1.0,-2.4492935982947064e-16
2021-12-22,2021,12,2,525,Semester_Break,End,0.0,0,0,1.0,16.8,0.0,30,43,51,40.0,49.0,49.0,1.0,-2.4492935982947064e-16
2021-12-23,2021,12,3,525,Semester_Break,End,0.0,1,0,1.05,19.1,0.0,30,43,51,51.0,52.0,47.333333333333336,1.0,-2.4492935982947064e-16
2021-12-24,2021,12,4,525,Flight_Risk,End,0.0,1,1,1.15,17.1,0.0,24,34,41,51.0,58.0,47.666666666666664,1.0,-2.4492935982947064e-16
2021-12-25,2021,12,5,525,Semester_Break,End,0.0,0,0,1.05,13.2,0.0,21,48,54,41.0,54.0,48.666666666666664,1.0,-2.4492935982947064e-16
2021-12-26,2021,12,6,525,Semester_Break,End,0.0,1,1,1.2,20.9,0.0,24,54,61,54.0,58.0,52.0,1.0,-2.4492935982947064e-16
2021-12-27,2021,12,0,525,Semester_Break,End,0.0,1,1,1.1,14.5,0.0,34,48,57,61.0,56.0,57.333333333333336,1.0,-2.4492935982947064e-16
2021-12-28,2021,12,1,525,Semester_Break,End,0.0,0,0,0.85,19.8,0.0,26,37,44,57.0,40.0,54.0,1.0,-2.4492935982947064e-16
2021-12-29,2021,12,2,525,Semester_Break,End,0.0,0,0,1.0,13.3,0.0,31,44,52,44.0,51.0,51.0,1.0,-2.4492935982947064e-16
2021-12-30,2021,12,3,525,Semester_Break,End,0.0,1,0,1.05,19.8,0.0,31,45,53,52.0,51.0,49.666666666666664,1.0,-2.4492935982947064e-16
2021-12-31,2021,12,4,525,Semester_Break,End,0.0,1,1,1.15,15.9,0.0,33,46,55,53.0,41.0,53.333333333333336,1.0,-2.4492935982947064e-16
2022-01-01,2022,1,5,550,Regular,Start,0.0,0,0,1.05,15.5,0.0,167,376,418,55.0,54.0,175.33333333333334,0.8660254037844387,0.49999999999999994
2022-01-02,2022,1,6,550,Regular,Start,0.0,1,1,1.2,11.0,0.0,200,451,502,418.0,61.0,325.0,0.8660254037844387,0.49999999999999994
2022-01-03,2022,1,0,550,Regular,Start,0.0,1,1,1.1,17.8,0.0,262,372,438,502.0,57.0,452.6666666666667,0.8660254037844387,0.49999999999999994
2022-01-04,2022,1,1,550,Regular,Start,0.0,0,0,0.85,18.7,0.0,206,292,344,438.0,44.0,428.0,0.8660254037844387,0.49999999999999994
2022-01-05,2022,1,2,550,Regular,Start,0.0,0,0,1.0,11.9,0.0,258,366,431,344.0,52.0,404.3333333333333,0.8660254037844387,0.49999999999999994
2022-01-06,2022,1,3,550,Regular,Start,0.0,1,0,1.05,11.1,0.0,270,383,451,431.0,53.0,408.6666666666667,0.8660254037844387,0.49999999999999994
2022-01-07,2022,1,4,550,Regular,Start,0.0,1,1,1.15,14.0,0.0,289,409,482,451.0,55.0,454.6666666666667,0.8660254037844387,0.49999999999999994
2022-01-08,2022,1,5,550,Regular,Start,0.0,0,0,1.05,15.3,0.0,174,391,435,482.0,418.0,456.0,0.8660254037844387,0.49999999999999994
2022-01-09,2022,1,6,550,Regular,Start,0.0,1,1,1.2,11.8,0.0,205,462,514,435.0,502.0,477.0,0.8660254037844387,0.49999999999999994
2022-01-10,2022,1,0,550,Regular,Start,0.0,1,1,1.1,12.4,0.0,273,386,455,514.0,438.0,468.0,0.8660254037844387,0.49999999999999994
2022-01-11,2022,1,1,550,Regular,Start,0.0,0,0,0.85,12.4,0.0,213,302,356,455.0,344.0,441.6666666666667,0.8660254037844387,0.49999999999999994
2022-01-12,2022,1,2,550,Regular,Start,0.0,0,0,1.0,15.6,0.0,241,342,403,356.0,431.0,404.6666666666667,0.8660254037844387,0.49999999999999994
2022-01-13,2022,1,3,550,Regular,Start,0.0,1,0,1.05,11.9,0.0,250,354,417,403.0,451.0,392.0,0.8660254037844387,0.49999999999999994
2022-01-14,2022,1,4,550,Regular,Start,0.0,1,1,1.15,16.2,0.0,289,409,482,417.0,482.0,434.0,0.8660254037844387,0.49999999999999994
2022-01-15,2022,1,5,550,Regular,Start,0.0,0,0,1.05,15.6,0.0,172,388,432,482.0,435.0,443.6666666666667,0.8660254037844387,0.49999999999999994
2022-01-16,2022,1,6,550,Regular,Start,0.0,1,1,1.2,16.2,0.0,206,465,517,432.0,514.0,477.0,0.8660254037844387,0.49999999999999994
2022-01-17,2022,1,0,550,Regular,Start,0.0,1,1,1.1,13.6,0.0,280,396,467,517.0,455.0,472.0,0.8660254037844387,0.49999999999999994
2022-01-18,2022,1,1,550,Regular,Start,0.0,0,0,0.85,13.9,0.0,201,285,336,467.0,356.0,440.0,0.8660254037844387,0.49999999999999994
2022-01-19,2022,1,2,550,Regular,Start,0.0,0,0,1.0,17.6,0.0,235,333,392,336.0,403.0,398.3333333333333,0.8660254037844387,0.49999999999999994
2022-01-20,2022,1,3,550,Regular,Start,0.0,1,0,1.05,16.3,0.0,250,355,418,392.0,417.0,382.0,0.8660254037844387,0.49999999999999994
2022-01-21,2022,1,4,550,Regular,Start,0.0,1,1,1.15,12.4,0.0,275,390,459,418.0,482.0,423.0,0.8660254037844387,0.49999999999999994
2022-01-22,2022,1,5,550,Regular,Start,0.0,0,0,1.05,11.7,0.0,168,378,421,459.0,432.0,432.6666666666667,0.8660254037844387,0.49999999999999994
2022-01-23,2022,1,6,550,Regular,Start,0.0,1,1,1.2,14.3,0.0,187,422,469,421.0,517.0,449.6666666666667,0.8660254037844387,0.49999999999999994
2022-01-24,2022,1,0,550,Regular,Start,0.0,1,1,1.1,13.8,0.0,280,396,467,469.0,467.0,452.3333333333333,0.8660254037844387,0.49999999999999994
2022-01-25,2022,1,1,550,Flight_Risk,Start,0.0,0,0,0.85,14.5,0.0,148,210,248,467.0,336.0,394.6666666666667,0.8660254037844387,0.49999999999999994
2022-01-26,2022,1,2,550,Holiday,Start,0.0,0,0,1.0,13.1,0.0,24,34,41,248.0,392.0,252.0,0.8660254037844387,0.49999999999999994
2022-01-27,2022,1,3,550,Regular,Start,0.0,1,0,1.05,17.2,0.0,246,349,411,41.0,418.0,233.33333333333334,0.8660254037844387,0.49999999999999994
2022-01-28,2022,1,4,550,Regular,Start,0.0,1,1,1.15,11.1,0.0,285,404,476,411.0,459.0,309.3333333333333,0.8660254037844387,0.49999999999999994
2022-01-29,2022,1,5,550,Regular,Start,0.0,0,0,1.05,12.1,0.0,166,375,417,476.0,421.0,434.6666666666667,0.8660254037844387,0.49999999999999994
2022-01-30,2022,1,6,550,Regular,Start,0.0,1,1,1.2,12.7,0.0,195,440,489,417.0,469.0,460.6666666666667,0.8660254037844387,0.49999999999999994
2022-01-31,2022,1,0,550,Regular,Start,0.0,1,1,1.1,15.3,0.0,259,368,433,489.0,467.0,446.3333333333333,0.8660254037844387,0.49999999999999994
2022-02-01,2022,2,1,550,Regular,Mid,0.0,0,0,0.85,17.5,0.0,204,289,340,433.0,248.0,420.6666666666667,0.5000000000000001,0.8660254037844386
2022-02-02,2022,2,2,550,Regular,Mid,0.0,0,0,1.0,20.8,0.0,237,336,396,340.0,41.0,389.6666666666667,0.5000000000000001,0.8660254037844386
2022-02-03,2022,2,3,550,Regular,Mid,0.0,1,0,1.05,18.1,0.0,246,349,411,396.0,411.0,382.3333333333333,0.5000000000000001,0.8660254037844386
2022-02-04,2022,2,4,550,Regular,Mid,0.0,1,1,1.15,18.8,0.0,273,387,456,411.0,476.0,421.0,0.5000000000000001,0.8660254037844386
2022-02-05,2022,2,5,550,Regular,Mid,0.0,0,0,1.05,20.7,0.0,177,399,444,456.0,417.0,437.0,0.5000000000000001,0.8660254037844386
2022-02-06,2022,2,6,550,Regular,Mid,0.0,1,1,1.2,20.8,0.0,199,449,499,444.0,489.0,466.3333333333333,0.5000000000000001,0.8660254037844386
2022-02-07,2022,2,0,550,Regular,Mid,0.0,1,1,1.1,17.8,0.0,263,373,439,499.0,433.0,460.6666666666667,0.5000000000000001,0.8660254037844386
2022-02-08,2022,2,1,550,Regular,Mid,0.0,0,0,0.85,17.1,0.0,204,289,340,439.0,340.0,426.0,0.5000000000000001,0.8660254037844386
2022-02-09,2022,2,2,550,Regular,Mid,0.0,0,0,1.0,15.8,0.0,247,350,412,340.0,396.0,397.0,0.5000000000000001,0.8660254037844386
2022-02-10,2022,2,3,550,Regular,Mid,0.0,1,0,1.05,19.4,0.0,261,370,436,412.0,411.0,396.0,0.5000000000000001,0.8660254037844386
2022-02-11,2022,2,4,550,Regular,Mid,0.0,1,1,1.15,16.7,0.0,286,406,478,436.0,456.0,442.0,0.5000000000000001,0.8660254037844386
2022-02-12,2022,2,5,550,Regular,Mid,0.0,0,0,1.05,18.6,0.0,176,397,442,478.0,444.0,452.0,0.5000000000000001,0.8660254037844386
2022-02-13,2022,2,6,550,Regular,Mid,0.0,1,1,1.2,17.5,0.0,204,460,512,442.0,499.0,477.3333333333333,0.5000000000000001,0.8660254037844386
2022-02-14,2022,2,0,550,Regular,Mid,0.0,1,1,1.1,19.2,0.0,274,388,457,512.0,439.0,470.3333333333333,0.5000000000000001,0.8660254037844386
2022-02-15,2022,2,1,550,Regular,Mid,0.0,0,0,0.85,13.1,0.0,213,302,356,457.0,340.0,441.6666666666667,0.5000000000000001,0.8660254037844386
2022-02-16,2022,2,2,550,Regular,Mid,0.0,0,0,1.0,16.9,0.0,248,351,414,356.0,412.0,409.0,0.5000000000000001,0.8660254037844386
2022-02-17,2022,2,3,550,Regular,Mid,0.0,1,0,1.05,15.1,0.0,259,368,433,414.0,436.0,401.0,0.5000000000000001,0.8660254037844386
2022-02-18,2022,2,4,550,Regular,Mid,0.0,1,1,1.15,17.6,0.0,294,416,490,433.0,478.0,445.6666666666667,0.5000000000000001,0.8660254037844386
2022-02-19,2022,2,5,550,Regular,Mid,0.0,0,0,1.05,13.3,0.0,181,407,453,490.0,442.0,458.6666666666667,0.5000000000000001,0.8660254037844386
2022-02-20,2022,2,6,550,Regular,Mid,0.0,1,1,1.2,18.8,0.0,194,438,487,453.0,512.0,476.6666666666667,0.5000000000000001,0.8660254037844386
2022-02-21,2022,2,0,550,Regular,Mid,0.0,1,1,1.1,15.0,0.0,262,371,437,487.0,457.0,459.0,0.5000000000000001,0.8660254037844386
2022-02-22,2022,2,1,550,Regular,Mid,0.0,0,0,0.85,15.5,0.0,204,289,340,437.0,356.0,421.3333333333333,0.5000000000000001,0.8660254037844386
2022-02-23,2022,2,2,550,Regular,Mid,0.0,0,0,1.0,14.0,0.0,256,362,427,340.0,414.0,401.3333333333333,0.5000000000000001,0.8660254037844386
2022-02-24,2022,2,3,550,Regular,Mid,0.0,1,0,1.05,20.3,0.0,254,360,424,427.0,433.0,397.0,0.5000000000000001,0.8660254037844386
2022-02-25,2022,2,4,550,Regular,Mid,0.0,1,1,1.15,16.3,0.0,286,405,477,424.0,490.0,442.6666666666667,0.5000000000000001,0.8660254037844386
2022-02-26,2022,2,5,550,Regular,Mid,0.0,0,0,1.05,20.8,0.0,165,371,413,477.0,453.0,438.0,0.5000000000000001,0.8660254037844386
2022-02-27,2022,2,6,550,Regular,Mid,0.0,1,1,1.2,15.4,0.0,188,424,472,413.0,487.0,454.0,0.5000000000000001,0.8660254037844386
2022-02-28,2022,2,0,550,Regular,Mid,0.0,1,1,1.1,15.1,0.0,268,379,447,472.0,437.0,444.0,0.5000000000000001,0.8660254037844386
2022-03-01,2022,3,1,550,Regular,Mid,0.0,0,0,0.85,22.5,0.0,209,296,349,447.0,340.0,422.6666666666667,6.123233995736766e-17,1.0
2022-03-02,2022,3,2,550,Regular,Mid,0.0,0,0,1.0,26.4,0.0,252,357,420,349.0,427.0,405.3333333333333,6.123233995736766e-17,1.0
2022-03-03,2022,3,3,550,Regular,Mid,0.0,1,0,1.05,19.7,0.0,255,362,426,420.0,424.0,398.3333333333333,6.123233995736766e-17,1.0
2022-03-04,2022,3,4,550,Exam,Mid,1.0,1,1,1.15,24.1,0.0,412,467,550,426.0,477.0,465.3333333333333,6.123233995736766e-17,1.0
2022-03-05,2022,3,5,550,Exam,Mid,1.0,0,0,1.05,22.3,0.0,372,447,497,550.0,413.0,491.0,6.123233995736766e-17,1.0
2022-03-06,2022,3,6,550,Exam,Mid,1.0,1,1,1.2,19.2,0.0,412,495,550,497.0,472.0,532.3333333333334,6.123233995736766e-17,1.0
2022-03-07,2022,3,0,550,Exam,Mid,1.0,1,1,1.1,25.4,0.0,379,430,506,550.0,447.0,517.6666666666666,6.123233995736766e-17,1.0
2022-03-08,2022,3,1,550,Exam,Mid,1.0,0,0,0.85,22.9,0.0,312,353,416,506.0,349.0,490.6666666666667,6.123233995736766e-17,1.0
2022-03-09,2022,3,2,550,Exam,Mid,1.0,0,0,1.0,25.9,0.0,346,392,462,416.0,420.0,461.3333333333333,6.123233995736766e-17,1.0
2022-03-10,2022,3,3,550,Exam,Mid,1.0,1,0,1.05,25.6,0.0,364,413,486,462.0,426.0,454.6666666666667,6.123233995736766e-17,1.0
2022-03-11,2022,3,4,550,Exam,Mid,1.0,1,1,1.15,19.2,0.0,396,448,528,486.0,550.0,492.0,6.123233995736766e-17,1.0
2022-03-12,2022,3,5,550,Exam,Mid,1.0,0,0,1.05,18.6,0.0,367,441,490,528.0,497.0,501.3333333333333,6.123233995736766e-17,1.0
2022-03-13,2022,3,6,550,Flight_Risk,Mid,0.0,1,1,1.2,21.3,0.0,141,318,354,490.0,550.0,457.3333333333333,6.123233995736766e-17,1.0
2022-03-14,2022,3,0,550,Holiday,Mid,0.0,1,1,1.1,20.7,0.0,27,39,46,354.0,506.0,296.6666666666667,6.123233995736766e-17,1.0
2022-03-15,2022,3,1,550,Regular,Mid,0.0,0,0,0.85,25.8,0.0,203,288,339,46.0,416.0,246.33333333333334,6.123233995736766e-17,1.0
2022-03-16,2022,3,2,550,Regular,Mid,0.0,0,0,1.0,26.4,0.0,241,341,402,339.0,462.0,262.3333333333333,6.123233995736766e-17,1.0
2022-03-17,2022,3,3,550,Regular,Mid,0.0,1,0,1.05,23.6,0.0,261,369,435,402.0,486.0,392.0,6.123233995736766e-17,1.0
2022-03-18,2022,3,4,550,Regular,Mid,0.0,1,1,1.15,20.3,0.0,272,385,454,435.0,528.0,430.3333333333333,6.123233995736766e-17,1.0
2022-03-19,2022,3,5,550,Regular,Mid,0.0,0,0,1.05,18.8,0.0,170,383,426,454.0,490.0,438.3333333333333,6.123233995736766e-17,1.0
2022-03-20,2022,3,6,550,Regular,Mid,0.0,1,1,1.2,20.0,0.0,199,448,498,426.0,354.0,459.3333333333333,6.123233995736766e-17,1.0
2022-03-21,2022,3,0,550,Fest,Mid,0.0,1,1,1.1,24.1,0.0,133,111,222,498.0,46.0,382.0,6.123233995736766e-17,1.0
2022-03-22,2022,3,1,550,Fest,Mid,0.0,0,0,0.85,24.2,0.0,106,89,178,222.0,339.0,299.3333333333333,6.123233995736766e-17,1.0
2022-03-23,2022,3,2,550,Fest,Mid,0.0,0,0,1.0,21.5,0.0,128,107,214,178.0,402.0,204.66666666666666,6.123233995736766e-17,1.0
2022-03-24,2022,3,3,550,Regular,Mid,0.0,1,0,1.05,21.8,0.0,265,376,443,214.0,435.0,278.3333333333333,6.123233995736766e-17,1.0
2022-03-25,2022,3,4,550,Regular,Mid,0.0,1,1,1.15,21.1,0.0,270,383,451,443.0,454.0,369.3333333333333,6.123233995736766e-17,1.0
2022-03-26,2022,3,5,550,Regular,Mid,0.0,0,0,1.05,20.8,0.0,170,382,425,451.0,426.0,439.6666666666667,6.123233995736766e-17,1.0
2022-03-27,2022,3,6,550,Regular,Mid,0.0,1,1,1.2,21.1,0.0,198,445,495,425.0,498.0,457.0,6.123233995736766e-17,1.0
2022-03-28,2022,3,0,550,Regular,Mid,0.0,1,1,1.1,21.9,0.0,270,383,451,495.0,222.0,457.0,6.123233995736766e-17,1.0
2022-03-29,2022,3,1,550,Regular,Mid,0.0,0,0,0.85,23.6,0.0,213,302,356,451.0,178.0,434.0,6.123233995736766e-17,1.0
2022-03-30,2022,3,2,550,Regular,Mid,0.0,0,0,1.0,21.9,0.0,258,365,430,356.0,214.0,412.3333333333333,6.123233995736766e-17,1.0
2022-03-31,2022,3,3,550,Regular,Mid,0.0,1,0,1.05,20.4,0.0,252,357,420,430.0,443.0,402.0,6.123233995736766e-17,1.0
2022-04-01,2022,4,4,550,Regular,End,0.0,1,1,1.15,30.0,0.0,284,402,474,420.0,451.0,441.3333333333333,-0.4999999999999998,0.8660254037844387
2022-04-02,2022,4,5,550,Regular,End,0.0,0,0,1.05,30.7,0.0,180,405,451,474.0,425.0,448.3333333333333,-0.4999999999999998,0.8660254037844387
2022-04-03,2022,4,6,550,Regular,End,0.0,1,1,1.2,30.0,0.0,194,438,487,451.0,495.0,470.6666666666667,-0.4999999999999998,0.8660254037844387
2022-04-04,2022,4,0,550,Regular,End,0.0,1,1,1.1,29.8,0.0,279,396,466,487.0,451.0,468.0,-0.4999999999999998,0.8660254037844387
2022-04-05,2022,4,1,550,Regular,End,0.0,0,0,0.85,31.1,0.0,203,288,339,466.0,356.0,430.6666666666667,-0.4999999999999998,0.8660254037844387
2022-04-06,2022,4,2,550,Regular,End,0.0,0,0,1.0,26.2,0.0,240,340,401,339.0,430.0,402.0,-0.4999999999999998,0.8660254037844387
2022-04-07,2022,4,3,550,Regular,End,0.0,1,0,1.05,29.3,0.0,250,355,418,401.0,420.0,386.0,-0.4999999999999998,0.8660254037844387
2022-04-08,2022,4,4,550,Regular,End,0.0,1,1,1.15,32.4,0.0,270,382,450,418.0,474.0,423.0,-0.4999999999999998,0.8660254037844387
2022-04-09,2022,4,5,550,Regular,End,0.0,0,0,1.05,26.6,0.0,174,393,437,450.0,451.0,435.0,-0.4999999999999998,0.8660254037844387
2022-04-10,2022,4,6,550,Regular,End,0.0,1,1,1.2,29.7,0.0,190,427,475,437.0,487.0,454.0,-0.4999999999999998,0.8660254037844387
2022-04-11,2022,4,0,550,Regular,End,0.0,1,1,1.1,28.3,0.0,270,382,450,475.0,466.0,454.0,-0.4999999999999998,0.8660254037844387
2022-04-12,2022,4,1,550,Regular,End,0.0,0,0,0.85,28.8,0.0,214,303,357,450.0,339.0,427.3333333333333,-0.4999999999999998,0.8660254037844387
2022-04-13,2022,4,2,550,Regular,End,0.0,0,0,1.0,30.2,0.0,244,346,408,357.0,401.0,405.0,-0.4999999999999998,0.8660254037844387
2022-04-14,2022,4,3,550,Regular,End,0.0,1,0,1.05,31.4,0.0,259,368,433,408.0,418.0,399.3333333333333,-0.4999999999999998,0.8660254037844387
2022-04-15,2022,4,4,550,Regular,End,0.0,1,1,1.15,26.9,0.0,295,419,493,433.0,450.0,444.6666666666667,-0.4999999999999998,0.8660254037844387
2022-04-16,2022,4,5,550,Regular,End,0.0,0,0,1.05,33.5,0.0,171,386,429,493.0,437.0,451.6666666666667,-0.4999999999999998,0.8660254037844387
2022-04-17,2022,4,6,550,Regular,End,0.0,1,1,1.2,27.9,0.0,191,430,478,429.0,475.0,466.6666666666667,-0.4999999999999998,0.8660254037844387
2022-04-18,2022,4,0,550,Regular,End,0.0,1,1,1.1,27.2,0.0,258,366,431,478.0,450.0,446.0,-0.4999999999999998,0.8660254037844387
2022-04-19,2022,4,1,550,Regular,End,0.0,0,0,0.85,33.0,0.0,199,282,332,431.0,357.0,413.6666666666667,-0.4999999999999998,0.8660254037844387
2022-04-20,2022,4,2,550,Regular,End,0.0,0,0,1.0,30.2,0.0,235,334,393,332.0,408.0,385.3333333333333,-0.4999999999999998,0.8660254037844387
2022-04-21,2022,4,3,550,Regular,End,0.0,1,0,1.05,27.2,0.0,256,363,428,393.0,433.0,384.3333333333333,-0.4999999999999998,0.8660254037844387
2022-04-22,2022,4,4,550,Regular,End,0.0,1,1,1.15,26.9,0.0,289,409,482,428.0,493.0,434.3333333333333,-0.4999999999999998,0.8660254037844387
2022-04-23,2022,4,5,550,Regular,End,0.0,0,0,1.05,30.1,0.0,177,398,443,482.0,429.0,451.0,-0.4999999999999998,0.8660254037844387
2022-04-24,2022,4,6,550,Regular,End,0.0,1,1,1.2,31.1,0.0,195,439,488,443.0,478.0,471.0,-0.4999999999999998,0.8660254037844387
2022-04-25,2022,4,0,550,Regular,End,0.0,1,1,1.1,27.0,0.0,279,395,465,488.0,431.0,465.3333333333333,-0.4999999999999998,0.8660254037844387
2022-04-26,2022,4,1,550,Regular,End,0.0,0,0,0.85,33.0,0.0,205,291,343,465.0,332.0,432.0,-0.4999999999999998,0.8660254037844387
2022-04-27,2022,4,2,550,Regular,End,0.0,0,0,1.0,31.5,0.0,240,340,401,343.0,393.0,403.0,-0.4999999999999998,0.8660254037844387
